Participant,S01_c1,S01_c2,S01_c3,S01_c4,S01_c5,S02_c1,S02_c2,S02_c3,S02_c4,S02_c5,S03_c1,S03_c2,S03_c3,S03_c4,S03_c5,S04_c1,S04_c2,S04_c3,S04_c4,S04_c5,S05_c1,S05_c2,S05_c3,S05_c4,S05_c5,S06_c1,S06_c2,S06_c3,S06_c4,S06_c5,S07_c1,S07_c2,S07_c3,S07_c4,S07_c5,S08_c1,S08_c2,S08_c3,S08_c4,S08_c5,S09_c1,S09_c2,S09_c3,S09_c4,S09_c5,S10_c1,S10_c2,S10_c3,S10_c4,S10_c5,S11_c1,S11_c2,S11_c3,S11_c4,S11_c5,S12_c1,S12_c2,S12_c3,S12_c4,S12_c5,S13_c1,S13_c2,S13_c3,S13_c4,S13_c5,S14_c1,S14_c2,S14_c3,S14_c4,S14_c5,S15_c1,S15_c2,S15_c3,S15_c4,S15_c5,S16_c1,S16_c2,S16_c3,S16_c4,S16_c5,S17_c1,S17_c2,S17_c3,S17_c4,S17_c5,S18_c1,S18_c2,S18_c3,S18_c4,S18_c5,S19_c1,S19_c2,S19_c3,S19_c4,S19_c5
186,0,0,0,1,-1,0,0,1,-1,0,0,0,0,1,-1,0,1,0,-1,0,0,1,-1,0,0,-1,0,0,1,0,0,0,0,-1,1,1,-1,0,0,0,0,0,1,0,-1,0,0,-1,0,1,0,1,0,0,-1,-1,0,0,0,1,-1,1,0,0,0,0,0,1,0,-1,0,0,-1,1,0,0,1,0,-1,0,1,-1,0,0,0,0,-1,0,0,1,0,-1,1,0,0
187,0,0,1,0,-1,-1,1,0,0,0,0,1,-1,0,0,-1,0,0,0,1,-1,0,0,0,1,-1,0,1,0,0,0,0,1,-1,0,0,-1,0,0,1,-1,0,1,0,0,-1,1,0,0,0,-1,0,1,0,0,-1,0,1,0,0,-1,1,0,0,0,0,0,0,1,-1,-1,0,0,0,1,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,0,0,0,1
188,0,1,0,0,-1,0,1,0,-1,0,0,0,0,1,-1,0,1,0,-1,0,1,0,0,-1,0,0,1,0,0,-1,0,0,1,0,-1,0,1,0,0,-1,0,0,1,0,-1,-1,0,0,1,0,-1,0,1,0,0,0,0,1,0,-1,-1,1,0,0,0,0,0,1,0,-1,-1,1,0,0,0,0,0,1,0,-1,0,0,1,-1,0,0,-1,0,1,0,0,0,1,0,-1
189,-1,0,1,0,0,-1,0,1,0,0,-1,1,0,0,0,0,1,0,0,-1,0,0,1,-1,0,-1,0,0,1,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0
190,0,1,0,-1,0,0,1,0,-1,0,-1,0,1,0,0,0,1,0,-1,0,1,0,0,0,-1,0,1,0,0,-1,1,0,0,0,-1,0,1,0,0,-1,1,0,-1,0,0,0,1,0,-1,0,0,1,0,-1,0,0,1,0,0,-1,0,1,0,0,-1,0,0,1,0,-1,-1,0,0,1,0,0,1,0,-1,0,0,1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0
191,-1,1,0,0,0,-1,1,0,0,0,-1,0,0,1,0,-1,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,-1,0,1,0,0,-1,1,0,0,0,-1,0,1,0,0,-1,0,0,0,1,-1,0,0,1,0,-1,0,0,1,0,-1,0,1,0,0,-1,0,1,0,0,-1,0,0,1,0,-1,0,1,0,0,-1,0,0,0,1,-1,1,0,0,0,-1,0,1,0,0
192,1,0,0,0,-1,0,1,0,-1,0,1,0,0,0,-1,0,1,0,0,-1,1,0,-1,0,0,0,1,0,0,-1,1,0,0,-1,0,0,1,0,0,-1,1,0,0,0,-1,0,1,0,0,-1,1,0,0,0,-1,0,1,0,0,-1,-1,1,0,0,0,1,0,0,0,-1,1,0,-1,0,0,1,0,0,0,-1,1,0,0,-1,0,-1,0,0,1,0,1,0,0,0,-1
193,-1,1,0,0,0,-1,1,0,0,0,0,-1,0,0,1,1,0,-1,0,0,1,0,-1,0,0,-1,1,0,0,0,1,0,0,-1,0,1,0,0,0,-1,0,0,0,-1,1,0,1,0,-1,0,-1,0,0,1,0,-1,0,1,0,0,-1,1,0,0,0,1,0,0,0,-1,-1,0,0,0,1,0,1,0,-1,0,0,0,1,0,-1,0,0,1,-1,0,0,0,1,-1,0
194,0,1,0,0,-1,-1,0,0,0,1,1,0,0,0,-1,0,1,0,-1,0,1,0,0,-1,0,1,0,-1,0,0,1,0,0,-1,0,1,0,-1,0,0,1,0,0,0,-1,-1,0,0,1,0,-1,0,0,0,1,0,-1,0,0,1,-1,1,0,0,0,-1,0,1,0,0,1,-1,0,0,0,1,-1,0,0,0,1,0,0,-1,0,0,0,-1,1,0,1,-1,0,0,0
195,0,0,1,-1,0,0,-1,0,1,0,1,0,0,0,-1,0,1,0,-1,0,0,0,-1,1,0,0,1,0,0,-1,1,0,0,-1,0,1,0,0,-1,0,1,0,0,0,-1,0,1,0,-1,0,0,-1,0,0,1,0,0,1,0,-1,0,1,0,-1,0,0,1,0,-1,0,-1,0,0,1,0,1,0,0,0,-1,0,-1,0,0,1,0,1,0,-1,0,0,-1,1,0,0
196,1,0,0,0,-1,-1,0,0,0,1,0,0,0,1,-1,0,1,0,-1,0,1,0,0,0,-1,-1,1,0,0,0,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,-1,0,1,0,0,0,1,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,0,1,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,1,0,0,0,-1
197,0,1,0,-1,0,0,0,0,-1,1,0,0,1,0,-1,0,1,0,0,-1,0,1,0,0,-1,-1,1,0,0,0,1,0,0,-1,0,0,0,1,-1,0,0,0,1,-1,0,-1,0,1,0,0,0,0,1,-1,0,0,1,-1,0,0,-1,1,0,0,0,0,0,1,0,-1,-1,0,0,1,0,0,1,0,0,-1,-1,1,0,0,0,0,1,0,0,-1,0,1,0,-1,0
198,0,1,0,-1,0,0,-1,0,0,1,1,0,0,0,-1,0,1,0,0,-1,0,0,0,-1,1,-1,1,0,0,0,1,0,0,-1,0,0,1,0,0,-1,0,-1,1,0,0,0,1,0,0,-1,-1,0,0,1,0,-1,0,1,0,0,-1,1,0,0,0,0,1,0,0,-1,-1,1,0,0,0,1,0,0,0,-1,1,0,0,0,-1,-1,1,0,0,0,0,0,1,-1,0
199,0,0,0,1,-1,-1,0,1,0,0,0,0,0,1,-1,0,1,0,0,-1,0,0,0,-1,1,0,0,1,0,-1,1,0,0,0,-1,0,-1,0,1,0,0,0,1,0,-1,-1,0,0,1,0,0,1,0,0,-1,0,1,0,0,-1,0,0,1,0,-1,0,0,0,1,-1,-1,1,0,0,0,1,0,0,0,-1,1,-1,0,0,0,1,0,0,0,-1,1,0,0,0,-1
199,0,1,0,-1,0,0,-1,1,0,0,0,1,0,0,-1,0,1,-1,0,0,0,0,-1,0,1,0,1,-1,0,0,1,0,0,0,-1,0,1,0,0,-1,0,1,0,-1,0,-1,0,0,1,0,-1,0,0,0,1,-1,0,0,0,1,-1,1,0,0,0,1,0,0,0,-1,-1,0,0,1,0,0,1,0,-1,0,-1,1,0,0,0,-1,0,0,0,1,0,0,-1,1,0
201,0,0,0,1,-1,1,0,0,-1,0,0,1,0,0,-1,0,1,0,0,-1,1,0,-1,0,0,-1,0,0,1,0,1,0,0,-1,0,0,1,0,0,-1,1,0,0,0,-1,-1,1,0,0,0,-1,0,0,1,0,0,1,0,0,-1,-1,1,0,0,0,0,1,0,0,-1,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,-1,1,0,0,0,-1,0,1,0,0,-1
202,0,1,0,0,-1,0,1,0,-1,0,0,1,0,0,-1,0,1,0,0,-1,0,0,-1,0,1,-1,0,1,0,0,0,0,1,-1,0,0,1,-1,0,0,0,0,1,0,-1,-1,0,1,0,0,-1,1,0,0,0,0,1,-1,0,0,-1,0,1,0,0,0,1,0,0,-1,0,1,-1,0,0,0,1,0,0,-1,0,1,0,0,-1,0,0,-1,0,1,0,1,0,0,-1
203,-1,0,0,1,0,-1,1,0,0,0,-1,0,0,1,0,-1,1,0,0,0,-1,0,0,1,0,-1,0,0,1,0,-1,0,0,1,0,-1,0,0,1,0,-1,0,1,0,0,-1,0,0,0,1,-1,0,0,1,0,-1,0,0,0,1,-1,1,0,0,0,-1,0,0,1,0,-1,1,0,0,0,-1,0,1,0,0,-1,1,0,0,0,-1,0,0,0,1,-1,0,0,1,0
204,-1,0,0,1,0,0,-1,1,0,0,1,0,0,0,-1,0,1,0,-1,0,0,1,-1,0,0,0,0,-1,1,0,-1,0,0,0,1,0,0,0,1,-1,0,0,-1,0,1,-1,0,0,1,0,1,-1,0,0,0,-1,0,0,1,0,0,0,-1,0,1,-1,0,0,1,0,-1,0,0,1,0,-1,0,0,1,0,0,1,0,0,-1,-1,0,0,1,0,0,-1,0,1,0
205,0,1,0,0,-1,0,0,-1,0,1,1,-1,0,0,0,-1,1,0,0,0,0,0,-1,0,1,-1,1,0,0,0,0,0,-1,0,1,1,-1,0,0,0,1,-1,0,0,0,-1,0,0,1,0,1,0,-1,0,0,0,-1,1,0,0,0,0,0,-1,1,-1,0,0,1,0,1,0,-1,0,0,0,0,0,-1,1,0,-1,1,0,0,1,0,-1,0,0,0,-1,0,0,1
206,0,1,-1,0,0,0,1,0,-1,0,0,0,1,-1,0,0,1,0,0,-1,0,0,-1,0,1,-1,0,0,0,1,0,0,-1,0,1,1,0,0,0,-1,1,0,0,-1,0,0,0,0,-1,1,0,1,0,0,-1,0,1,0,-1,0,-1,1,0,0,0,1,0,-1,0,0,1,0,-1,0,0,0,1,0,-1,0,1,0,0,-1,0,0,1,0,0,-1,0,1,0,0,-1
207,0,0,-1,1,0,1,0,0,-1,0,1,0,0,0,-1,0,0,0,1,-1,0,1,0,-1,0,0,0,-1,1,0,0,1,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,1,0,-1,0,0,-1,0,1,0,0,0,1,0,-1,0,0,1,-1,0,0,-1,0,1,0,0,1,0,-1,0,0,0,1,0,0,-1,-1,1,0,0,0,1,-1,0,0,0,0,1,0,0,-1
208,0,1,0,0,-1,0,1,0,-1,0,-1,0,0,1,0,0,1,0,-1,0,1,0,0,0,-1,-1,1,0,0,0,-1,0,1,0,0,0,1,-1,0,0,-1,1,0,0,0,-1,0,1,0,0,-1,0,1,0,0,-1,0,0,1,0,-1,1,0,0,0,0,1,0,0,-1,-1,1,0,0,0,-1,0,0,1,0,0,1,0,0,-1,0,0,1,0,-1,-1,0,0,1,0
209,1,-1,0,0,0,-1,0,0,0,1,0,0,0,1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,-1,1,0,1,0,0,0,-1,1,0,0,-1,0,-1,0,0,1,0,-1,0,0,0,1,-1,0,0,1,0,-1,1,0,0,0,0,0,1,0,-1,-1,0,0,1,0,-1,0,1,0,0,-1,0,1,0,0,-1,0,0,1,0,1,-1,0,0,0
210,0,1,0,0,-1,0,1,0,0,-1,1,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,1,0,1,0,0,-1,1,0,0,-1,0,0,1,0,0,-1,0,1,0,-1,0,-1,0,0,1,0,0,1,0,0,-1,0,1,0,0,-1,-1,1,0,0,0,1,0,0,0,-1,-1,1,0,0,0,0,1,0,0,-1,0,0,1,0,-1,-1,1,0,0,0,1,0,0,-1,0
211,0,1,0,0,-1,-1,0,0,0,1,0,0,0,-1,1,0,1,0,-1,0,0,1,0,-1,0,0,1,-1,0,0,1,0,-1,0,0,1,0,0,-1,0,0,1,0,-1,0,0,0,-1,1,0,-1,1,0,0,0,-1,1,0,0,0,-1,0,0,1,0,0,0,-1,1,0,-1,1,0,0,0,-1,0,0,0,1,1,0,0,0,-1,-1,0,1,0,0,-1,0,0,0,1
212,-1,1,0,0,0,-1,0,1,0,0,0,0,1,0,-1,0,1,0,0,-1,0,0,1,-1,0,-1,1,0,0,0,0,1,-1,0,0,1,-1,0,0,0,1,0,0,-1,0,0,1,0,-1,0,-1,0,1,0,0,0,1,0,0,-1,-1,1,0,0,0,0,0,0,1,-1,-1,0,1,0,0,1,0,-1,0,0,0,1,0,-1,0,0,1,0,0,-1,1,0,0,-1,0
213,-1,0,1,0,0,-1,0,1,0,0,-1,1,0,0,0,-1,0,0,1,0,-1,0,0,1,0,-1,0,1,0,0,-1,0,1,0,0,-1,0,1,0,0,-1,0,1,0,0,-1,0,0,0,1,-1,0,0,1,0,-1,0,1,0,0,-1,0,1,0,0,-1,0,0,1,0,-1,1,0,0,0,-1,0,0,0,1,-1,1,0,0,0,-1,0,1,0,0,-1,0,0,0,1
214,-1,1,0,0,0,0,0,0,-1,1,-1,0,0,1,0,1,0,0,0,-1,-1,0,0,0,1,-1,1,0,0,0,0,1,0,-1,0,-1,1,0,0,0,0,0,1,-1,0,0,1,0,-1,0,-1,0,0,0,1,-1,0,1,0,0,-1,1,0,0,0,1,-1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1,0,0,0,1,-1,0,0,1,0,-1,1,0,0,0
215,1,0,-1,0,0,-1,0,0,0,1,1,0,-1,0,0,-1,1,0,0,0,1,0,-1,0,0,0,0,-1,0,1,0,0,-1,1,0,0,0,0,1,-1,0,0,-1,0,1,0,0,-1,1,0,-1,0,0,0,1,0,1,0,0,-1,-1,0,0,0,1,0,1,0,-1,0,0,1,0,0,-1,0,-1,0,0,1,0,1,-1,0,0,-1,0,0,1,0,1,0,0,-1,0
216,-1,0,0,1,0,-1,1,0,0,0,0,1,0,0,-1,0,1,0,0,-1,1,0,-1,0,0,-1,0,0,0,1,0,0,1,-1,0,0,1,0,-1,0,1,0,0,0,-1,-1,0,1,0,0,0,1,0,0,-1,0,1,0,0,-1,1,0,0,-1,0,0,0,0,1,-1,-1,0,0,1,0,0,0,1,0,-1,1,0,0,0,-1,1,0,0,0,-1,1,0,0,0,-1
217,0,1,-1,0,0,-1,0,1,0,0,0,0,0,1,-1,0,1,0,-1,0,-1,0,0,0,1,-1,1,0,0,0,1,0,0,-1,0,1,0,0,0,-1,0,1,0,-1,0,1,0,0,-1,0,-1,0,0,1,0,-1,0,0,0,1,0,0,1,0,-1,-1,0,1,0,0,1,0,-1,0,0,0,0,1,-1,0,-1,0,1,0,0,1,0,0,-1,0,-1,0,1,0,0
218,-1,1,0,0,0,-1,0,1,0,0,-1,1,0,0,0,-1,0,0,0,1,0,0,-1,0,1,-1,0,0,1,0,0,0,-1,0,1,0,1,0,0,-1,-1,1,0,0,0,-1,0,0,1,0,-1,0,0,0,1,-1,0,0,0,1,-1,1,0,0,0,1,0,0,0,-1,-1,0,0,1,0,0,0,-1,1,0,-1,1,0,0,0,-1,0,0,1,0,0,0,-1,1,0
219,0,0,0,1,-1,-1,1,0,0,0,0,0,1,0,-1,0,1,0,0,-1,0,1,-1,0,0,-1,1,0,0,0,0,0,1,-1,0,0,1,-1,0,0,1,0,0,-1,0,1,0,-1,0,0,-1,1,0,0,0,-1,1,0,0,0,0,1,0,-1,0,-1,0,1,0,0,-1,0,0,1,0,1,0,0,-1,0,0,0,0,-1,1,-1,0,0,0,1,-1,0,0,1,0
220,-1,1,0,0,0,-1,1,0,0,0,-1,0,0,1,0,-1,1,0,0,0,-1,0,0,1,0,-1,0,1,0,0,-1,0,1,0,0,-1,1,0,0,0,-1,0,1,0,0,-1,0,0,1,0,-1,0,0,1,0,-1,0,0,1,0,-1,0,1,0,0,-1,0,1,0,0,-1,0,0,1,0,-1,0,1,0,0,-1,1,0,0,0,-1,0,1,0,0,-1,0,1,0,0
221,-1,1,0,0,0,-1,0,0,1,0,-1,0,0,1,0,-1,1,0,0,0,-1,0,0,0,1,-1,0,0,1,0,0,1,0,-1,0,1,-1,0,0,0,0,-1,1,0,0,0,1,-1,0,0,-1,1,0,0,0,-1,0,1,0,0,-1,1,0,0,0,-1,0,1,0,0,-1,0,0,1,0,-1,0,0,1,0,-1,0,1,0,0,-1,1,0,0,0,1,-1,0,0,0
